Aromatherapy,アロマセラピー,芳香治疗,芳香治療,芳香治疗,芳香治療,芳香治疗,芳香治療
Fake Tears,うそなき,假哭,假哭,假哭,假哭,假哭,假哭
Air Cutter,エアカッター,空气利刃,空氣利刃,破空斩,破空斬,空气利刃,空氣利刃
Overheat,オーバーヒート,过热,過熱,过热,過熱,过热,過熱
Odor Sleuth,かぎわける,气味侦测,氣味偵測,气味侦测,氣味偵測,气味侦测,氣味偵測
Rock Tomb,がんせきふうじ,岩石封锁,岩石封鎖,岩石封闭,岩石封閉,岩石封锁,岩石封鎖
Silver Wind,ぎんいろのかぜ,银色旋风,銀色旋風,银色旋风,銀色旋風,银色旋风,銀色旋風
Metal Sound,きんぞくおん,金属音,金屬音,金属音,金屬音,金属音,金屬音
Grass Whistle,くさぶえ,草笛,草笛,草笛魔音,草笛魔音,草笛,草笛
Tickle,くすぐる,挠痒,搔癢,搔痒,搔癢,搔痒,搔癢
Cosmic Power,コスモパワー,宇宙力量,宇宙力量,无限能量,無限能量,宇宙力量,宇宙力量
Water Spout,しおふき,喷水,噴水,喷水,噴水,喷水,噴水
Signal Beam,シグナルビーム,信号光束,信號光束,信号光束,信號光束,信号光束,信號光束
Shadow Punch,シャドーパンチ,暗影拳,暗影拳,影子拳,影子拳,暗影拳,暗影拳
Extrasensory,じんつうりき,神通力,神通力,神通力,神通力,神通力,神通力
Sky Uppercut,スカイアッパー,冲天拳,衝天拳,上天拳,上天拳,冲天拳,衝天拳
Sand Tomb,すなじごく,流沙地狱,流沙地獄,流沙地狱,流沙地獄,流沙地狱,流沙地獄
Sheer Cold,ぜったいれいど,绝对零度,絕對零度,绝对零度,絕對零度,绝对零度,絕對零度
Muddy Water,だくりゅう,浊流,濁流,浊流,濁流,浊流,濁流
Bullet Seed,タネマシンガン,种子机关枪,種子機關槍,种子机关枪,種子機關槍,种子机关枪,種子機關槍
Aerial Ace,つばめがえし,燕返,燕返,回转攻,迴轉攻,燕返,燕返
Icicle Spear,つららばり,冰锥,冰錐,冰针,冰針,冰锥,冰錐
Iron Defense,てっぺき,铁壁,鐵壁,铁壁,鐵壁,铁壁,鐵壁
Block,とおせんぼう,挡路,擋路,挡路,擋路,挡路,擋路
Howl,とおぼえ,长嚎,長嚎,长嚎,長嚎,长嚎,長嚎
Dragon Claw,ドラゴンクロー,龙爪,龍爪,龙爪,龍爪,龙爪,龍爪
Frenzy Plant,ハードプラント,疯狂植物,瘋狂植物,疯狂机器,瘋狂機器,疯狂植物,瘋狂植物
Bulk Up,ビルドアップ,健美,健美,健美,健美,健美,健美
Bounce,とびはねる,弹跳,彈跳,飞跳,飛跳,弹跳,彈跳
Mud Shot,マッドショット,泥巴射击,泥巴射擊,泥巴射击,泥巴射擊,泥巴射击,泥巴射擊
Poison Tail,ポイズンテール,毒尾,毒尾,毒尾,毒尾,毒尾,毒尾
Covet,ほしがる,渴望,渴望,渴望,渴望,渴望,渴望
Volt Tackle,ボルテッカー,伏特攻击,伏特攻擊,伏特攻击,伏特攻擊,伏特攻击,伏特攻擊
Magical Leaf,マジカルリーフ,魔法叶,魔法葉,魔法叶,魔法葉,魔法叶,魔法葉
Water Sport,みずあそび,玩水,玩水,水之游,水之遊,玩水,玩水
Calm Mind,めいそう,冥想,冥想,冥想,冥想,冥想,冥想
Leaf Blade,リーフブレード,叶刃,葉刃,刀叶,刀葉,叶刃,葉刃
Dragon Dance,りゅうのまい,龙之舞,龍之舞,龙之舞,龍之舞,龙之舞,龍之舞
Rock Blast,ロックブラスト,岩石爆击,岩石爆擊,岩石爆破,岩石爆破,岩石爆击,岩石爆擊
Shock Wave,でんげきは,电击波,電擊波,电击波,電擊波,电击波,電擊波
Water Pulse,みずのはどう,水之波动,水之波動,水波动,水波動,水之波动,水之波動
Doom Desire,はめつのねがい,破灭之愿,破滅之願,破灭愿望,破滅願望,破灭愿望,破滅願望
Psycho Boost,サイコブースト,精神突进,精神突進,精神提升,精神提升,精神突进,精神突進
Roost,はねやすめ,羽栖,羽棲,歇息,歇息,羽栖,羽棲
Gravity,じゅうりょく,重力,重力,重力,重力,重力,重力
Miracle Eye,ミラクルアイ,奇迹之眼,奇跡之眼,奇迹眼,奇蹟眼,奇迹之眼,奇蹟之眼
Wake-Up Slap,めざましビンタ,唤醒巴掌,喚醒巴掌,苏醒巴掌,甦醒巴掌,唤醒巴掌,喚醒巴掌
Hammer Arm,アームハンマー,臂锤,臂錘,臂力拳,臂力拳,臂锤,臂錘
Gyro Ball,ジャイロボール,陀螺球,陀螺球,回转球,迴轉球,陀螺球,陀螺球
Healing Wish,いやしのねがい,治愈之愿,治癒之願,治愈愿望,治癒願望,治愈之愿,治癒之願
Brine,しおみず,盐水,鹽水,盐水,鹽水,盐水,鹽水
Natural Gift,しぜんのめぐみ,自然之恩,自然之恩,自然之恩,自然之恩,自然之恩,自然之恩
Feint,フェイント,佯攻,佯攻,佯攻,佯攻,佯攻,佯攻
Pluck,ついばむ,啄食,啄食,啄食,啄食,啄食,啄食
Tailwind,おいかぜ,顺风,順風,顺风,順風,顺风,順風
Acupressure,つぼをつく,点穴,點穴,点穴,點穴,点穴,點穴
Metal Burst,メタルバースト,金属爆炸,金屬爆炸,合金爆裂,合金爆裂,金属爆炸,金屬爆炸
U-turn,とんぼがえり,急速折返,急速折返,急速转变,急速轉變,急速折返,急速折返
Close Combat,インファイト,近身战,近身戰,近身打,近身打,近身战,近身戰
Payback,しっぺがえし,以牙还牙,以牙還牙,报复,報復,以牙还牙,以牙還牙
Assurance,ダメおし,恶意追击,惡意追擊,再三嘱咐,再三囑咐,恶意追击,惡意追擊
Embargo,さしおさえ,查封,查封,征收,徵收,查封,查封
Fling,なげつける,投掷,投擲,投掷,投擲,投掷,投擲
Psycho Shift,サイコシフト,精神转移,精神轉移,幻象转移,幻象轉移,精神转移,精神轉移
Trump Card,きりふだ,王牌,王牌,王牌,王牌,王牌,王牌
Heal Block,かいふくふうじ,回复封锁,回復封鎖,回复阻挡,回復阻擋,回复封锁,回復封鎖
Wring Out,しぼりとる,绞紧,絞緊,拧干,擰乾,绞紧,絞緊
Power Trick,パワートリック,力量戏法,力量戲法,能量骗术,能量騙術,力量戏法,力量戲法
Gastro Acid,いえき,胃液,胃液,胃液,胃液,胃液,胃液
Lucky Chant,おまじない,幸运咒语,幸運咒語,幸运咒语,幸運咒語,幸运咒语,幸運咒語
Me First,さきどり,抢先一步,搶先一步,先抢先赢,先搶先贏,抢先一步,搶先一步
Copycat,まねっこ,仿效,仿效,仿造,仿造,仿效,仿效
Power Swap,パワースワップ,力量互换,力量互換,力量交换,力量交換,力量互换,力量互換
Guard Swap,ガードスワップ,防守互换,防守互換,防御交换,防禦交換,防守互换,防守互換
Punishment,おしおき,惩罚,懲罰,惩罚,懲罰,惩罚,懲罰
Last Resort,とっておき,珍藏,珍藏,珍藏,珍藏,珍藏,珍藏
Worry Seed,なやみのタネ,烦恼种子,煩惱種子,烦恼种子,煩惱種子,烦恼种子,煩惱種子
Sucker Punch,ふいうち,突袭,突襲,突袭,突襲,突袭,突襲
Toxic Spikes,どくびし,毒菱,毒菱,毒尖钉,毒尖釘,毒菱,毒菱
Heart Swap,ハートスワップ,心灵互换,心靈互換,交换意志,交換意志,心灵互换,心靈互換
Aqua Ring,アクアリング,水流环,水流環,水柱圈,水柱圈,水流环,水流環
Magnet Rise,でんじふゆう,电磁飘浮,電磁飄浮,电磁浮游,電磁浮遊,电磁飘浮,電磁飄浮
Flare Blitz,フレアドライブ,闪焰冲锋,閃焰衝鋒,爆炎电击,爆炎電擊,闪焰冲锋,閃焰衝鋒
Force Palm,はっけい,发劲,發勁,发劲,發勁,发劲,發勁
Aura Sphere,はどうだん,波导弹,波導彈,波导弹,波導彈,波导弹,波導彈
Rock Polish,ロックカット,岩石打磨,岩石打磨,磨光岩石,磨光岩石,岩石打磨,岩石打磨
Poison Jab,どくづき,毒击,毒擊,毒刺,毒刺,毒击,毒擊
Dark Pulse,あくのはどう,恶之波动,惡之波動,恶波动,惡波動,恶之波动,惡之波動
Night Slash,つじぎり,暗袭要害,暗襲要害,街头试刀,街頭試刀,暗袭要害,暗襲要害
Aqua Tail,アクアテール,水流尾,水流尾,水柱尾,水柱尾,水流尾,水流尾
Seed Bomb,タネばくだん,种子炸弹,種子炸彈,种子爆弹,種子爆彈,种子炸弹,種子炸彈
Air Slash,エアスラッシュ,空气斩,空氣斬,空气砍,空氣砍,空气斩,空氣斬
X-Scissor,シザークロス,十字剪,十字剪,剪刀十字拳,剪刀十字拳,十字剪,十字剪
Bug Buzz,むしのさざめき,虫鸣,蟲鳴,虫鸣,蟲鳴,虫鸣,蟲鳴
Dragon Pulse,りゅうのはどう,龙之波动,龍之波動,龙波动,龍波動,龙之波动,龍之波動
Dragon Rush,ドラゴンダイブ,龙之俯冲,龍之俯衝,龙神俯冲,龍神俯衝,龙之俯冲,龍之俯衝
Power Gem,パワージェム,力量宝石,力量寶石,力量宝石,力量寶石,力量宝石,力量寶石
Drain Punch,ドレインパンチ,吸取拳,吸取拳,吸收拳,吸收拳,吸取拳,吸取拳
Vacuum Wave,しんくうは,真空波,真空波,真空波,真空波,真空波,真空波
Focus Blast,きあいだま,真气弹,真氣彈,集气弹,集氣彈,真气弹,真氣彈
Energy Ball,エナジーボール,能量球,能量球,能源球,能源球,能量球,能量球
Brave Bird,ブレイブバード,勇鸟猛攻,勇鳥猛攻,神鸟特攻,神鳥特攻,勇鸟猛攻,勇鳥猛攻
Earth Power,だいちのちから,大地之力,大地之力,大地之力,大地之力,大地之力,大地之力
Switcheroo,すりかえ,掉包,掉包,掉包,掉包,掉包,掉包
Giga Impact,ギガインパクト,终极冲击,終極衝擊,超极冲击,超極衝擊,终极冲击,終極衝擊
Nasty Plot,わるだくみ,诡计,詭計,诡计,詭計,诡计,詭計
Bullet Punch,バレットパンチ,子弹拳,子彈拳,飞弹拳,飛彈拳,子弹拳,子彈拳
Avalanche,ゆきなだれ,雪崩,雪崩,雪崩,雪崩,雪崩,雪崩
Ice Shard,こおりのつぶて,冰砾,冰礫,冰粒,冰粒,冰砾,冰礫
Shadow Claw,シャドークロー,暗影爪,暗影爪,影子钩爪,影子鈎爪,暗影爪,暗影爪
Thunder Fang,かみなりのキバ,雷电牙,雷電牙,雷牙,雷牙,雷电牙,雷電牙
Ice Fang,こおりのキバ,冰冻牙,冰凍牙,冰牙,冰牙,冰冻牙,冰凍牙
Fire Fang,ほのおのキバ,火焰牙,火焰牙,炎牙,炎牙,火焰牙,火焰牙
Shadow Sneak,かげうち,影子偷袭,影子偷襲,影子偷袭,影子偷襲,影子偷袭,影子偷襲
Mud Bomb,どろばくだん,泥巴炸弹,泥巴炸彈,泥巴爆弹,泥巴爆彈,泥巴炸弹,泥巴炸彈
Psycho Cut,サイコカッター,精神利刃,精神利刃,幻象斩,幻象斬,精神利刃,精神利刃
Zen Headbutt,しねんのずつき,意念头锤,意念頭錘,意念头锤,意念頭錘,意念头锤,意念頭錘
Mirror Shot,ミラーショット,镜光射击,鏡光射擊,镜光射击,鏡光射擊,镜光射击,鏡光射擊
Flash Cannon,ラスターカノン,加农光炮,加農光炮,光泽电炮,光澤電炮,加农光炮,加農光炮
Rock Climb,ロッククライム,攀岩,攀岩,攀登岩石,攀登岩石,攀岩,攀岩
Defog,きりばらい,清除浓雾,清除濃霧,清除浓雾,清除濃霧,清除浓雾,清除濃霧
Trick Room,トリックルーム,戏法空间,戲法空間,骗术空间,騙術空間,戏法空间,戲法空間
Draco Meteor,りゅうせいぐん,流星群,流星群,天龙流星,天龍流星,流星群,流星群
Discharge,ほうでん,放电,放電,放电,放電,放电,放電
Lava Plume,ふんえん,喷烟,噴煙,喷烟,噴煙,喷烟,噴煙
Leaf Storm,リーフストーム,飞叶风暴,飛葉風暴,叶暴风,葉暴風,飞叶风暴,飛葉風暴
Power Whip,パワーウィップ,强力鞭打,強力鞭打,能量鞭打,能量鞭打,强力鞭打,強力鞭打
Rock Wrecker,がんせきほう,岩石炮,岩石炮,岩石炮,岩石炮,岩石炮,岩石炮
Cross Poison,クロスポイズン,十字毒刃,十字毒刃,十字毒药,十字毒藥,十字毒刃,十字毒刃
Gunk Shot,ダストシュート,垃圾射击,垃圾射擊,灰尘射击,灰塵射擊,垃圾射击,垃圾射擊
Iron Head,アイアンヘッド,铁头,鐵頭,铁头,鐵頭,铁头,鐵頭
Magnet Bomb,マグネットボム,磁铁炸弹,磁鐵炸彈,磁铁爆弹,磁鐵爆彈,磁铁炸弹,磁鐵炸彈
Stone Edge,ストーンエッジ,尖石攻击,尖石攻擊,尖石攻击,尖石攻擊,尖石攻击,尖石攻擊
Captivate,ゆうわく,诱惑,誘惑,诱惑,誘惑,诱惑,誘惑
Stealth Rock,ステルスロック,隐形岩,隱形岩,隐形岩,隱形岩,隐形岩,隱形岩
Grass Knot,くさむすび,打草结,打草結,打草结,打草結,打草结,打草結
Chatter,おしゃべり,喋喋不休,喋喋不休,喋喋不休,喋喋不休,喋喋不休,喋喋不休
Judgment,さばきのつぶて,制裁光砾,制裁光礫,制裁石砾,制裁石礫,制裁光砾,制裁光礫
Bug Bite,むしくい,虫咬,蟲咬,虫咬,蟲咬,虫咬,蟲咬
Charge Beam,チャージビーム,充电光束,充電光束,充电光束,充電光束,充电光束,充電光束
Wood Hammer,ウッドハンマー,木槌,木槌,木槌,木槌,木槌,木槌
Aqua Jet,アクアジェット,水流喷射,水流噴射,喷射水柱,噴射水柱,水流喷射,水流噴射
Attack Order,こうげきしれい,攻击指令,攻擊指令,攻击指令,攻擊指令,攻击指令,攻擊指令
Defend Order,ぼうぎょしれい,防御指令,防禦指令,防御指令,防禦指令,防御指令,防禦指令
Heal Order,かいふくしれい,回复指令,回復指令,回复指令,回復指令,回复指令,回復指令
Head Smash,もろはのずつき,双刃头锤,雙刃頭錘,双刃头锤,雙刃頭錘,双刃头锤,雙刃頭錘
Double Hit,ダブルアタック,二连击,二連擊,双重攻击,雙重攻擊,二连击,二連擊
Roar of Time,ときのほうこう,时光咆哮,時光咆哮,时间咆哮,時間咆哮,时光咆哮,時光咆哮
Spacial Rend,あくうせつだん,亚空裂斩,亞空裂斬,隔空切断,隔空切斷,亚空裂斩,亞空裂斬
Lunar Dance,みかづきのまい,新月舞,新月舞,新月舞,新月舞,新月舞,新月舞
Crush Grip,にぎりつぶす,捏碎,捏碎,捏碎,捏碎,捏碎,捏碎
Magma Storm,マグマストーム,熔岩风暴,熔岩風暴,岩浆暴风,岩漿暴風,熔岩风暴,熔岩風暴
Dark Void,ダークホール,暗黑洞,暗黑洞,黑洞,黑洞,暗黑洞,闇黑洞
Seed Flare,シードフレア,种子闪光,種子閃光,种子闪光,種子閃光,种子闪光,種子閃光
Ominous Wind,あやしいかぜ,奇异之风,奇異之風,奇异之风,奇異之風,奇异之风,奇異之風
Shadow Force,シャドーダイブ,暗影潜袭,暗影潛襲,影子潜水,影子潛水,暗影潜袭,暗影潛襲
Hone Claws,つめとぎ,磨爪,磨爪,磨爪子,磨爪子,磨爪,磨爪
Wide Guard,ワイドガード,广域防守,廣域防守,全体防御,全體防禦,广域防守,廣域防守
Guard Split,ガードシェア,防守平分,防守平分,防御平分,防禦平分,防守平分,防守平分
Power Split,パワーシェア,力量平分,力量平分,力量平分,力量平分,力量平分,力量平分
Wonder Room,ワンダールーム,奇妙空间,奇妙空間,奇妙空间,奇妙空間,奇妙空间,奇妙空間
Psyshock,サイコショック,精神冲击,精神衝擊,幻象攻击,幻象攻擊,精神冲击,精神衝擊
Venoshock,ベノムショック,毒液冲击,毒液衝擊,毒液攻击,毒液攻擊,毒液冲击,毒液衝擊
Autotomize,ボディパージ,身体轻量化,身體輕量化,体重减轻,體重減輕,身体轻量化,身體輕量化
Rage Powder,いかりのこな,愤怒粉,憤怒粉,愤怒之粉,憤怒之粉,愤怒粉,憤怒粉
Telekinesis,テレキネシス,意念移物,意念移物,心灵传动术,心靈傳動術,意念移物,意念移物
Magic Room,マジックルーム,魔法空间,魔法空間,魔法空间,魔法空間,魔术空间,魔術空間
Smack Down,うちおとす,击落,擊落,击落,擊落,击落,擊落
Storm Throw,やまあらし,山岚摔,山嵐摔,山岚,山嵐,山岚摔,山嵐摔
Flame Burst,はじけるほのお,烈焰溅射,烈焰濺射,爆炸火焰,爆炸火焰,烈焰溅射,烈焰濺射
Sludge Wave,ヘドロウェーブ,污泥波,污泥波,泥浆波,泥漿波,污泥波,污泥波
Quiver Dance,ちょうのまい,蝶舞,蝶舞,蝶之舞,蝶之舞,蝶舞,蝶舞
Heavy Slam,ヘビーボンバー,重磅冲撞,重磅衝撞,沉重轰炸,沉重轟炸,重磅冲撞,重磅衝撞
Synchronoise,シンクロノイズ,同步干扰,同步干擾,同步干扰,同步干擾,同步干扰,同步干擾
Electro Ball,エレキボール,电球,電球,电球,電球,电球,電球
Soak,みずびたし,浸水,浸水,浸水,浸水,浸水,浸水
Flame Charge,ニトロチャージ,蓄能焰袭,蓄能焰襲,火焰袭击,火焰襲擊,蓄能焰袭,蓄能焰襲
Coil,とぐろをまく,盘蜷,盤蜷,盘卷,盤卷,盘蜷,盤蜷
Low Sweep,ローキック,下盘踢,下盤踢,低空踢,低空踢,下盘踢,下盤踢
Acid Spray,アシッドボム,酸液炸弹,酸液炸彈,酸液爆弹,酸液爆彈,酸液爆弹,酸液爆彈
Foul Play,イカサマ,欺诈,欺詐,诈欺,詐欺,诈欺,詐欺
Simple Beam,シンプルビーム,单纯光束,單純光束,单纯光线,單純光線,单纯光束,單純光束
Entrainment,なかまづくり,找伙伴,找夥伴,变为同伴,變為夥伴,找伙伴,找夥伴
After You,おさきにどうぞ,您先请,您先請,你先请,你先請,您先请,您先請
Round,りんしょう,轮唱,輪唱,轮唱,輪唱,轮唱,輪唱
Echoed Voice,エコーボイス,回声,回聲,回音,回音,回音,回音
Chip Away,なしくずし,逐步击破,逐步擊破,循序渐进,循序漸進,逐步击破,逐步擊破
Clear Smog,クリアスモッグ,清除之烟,清除之煙,清除迷雾,清除迷霧,清除之烟,清除之煙
Stored Power,アシストパワー,辅助力量,輔助力量,协助力量,協助力量,辅助力量,輔助力量
Quick Guard,ファストガード,快速防守,快速防守,先制防御,先制防禦,快速防守,快速防守
Ally Switch,サイドチェンジ,交换场地,交換場地,位置交换,位置交換,交换场地,交換場地
Scald,ねっとう,热水,熱水,热水,熱水,热水,熱水
Shell Smash,からをやぶる,破壳,破殼,破壳,破殼,破壳,破殼
Heal Pulse,いやしのはどう,治愈波动,治癒波動,治愈波动,治癒波動,治愈波动,治癒波動
Hex,たたりめ,祸不单行,禍不單行,厄运临头,厄運臨頭,祸不单行,禍不單行
Sky Drop,フリーフォール,自由落体,自由落體,自由落体,自由落體,自由落体,自由落體
Shift Gear,ギアチェンジ,换挡,換檔,交换齿轮,交換齒輪,换挡,換檔
Circle Throw,ともえなげ,巴投,巴投,巴投,巴投,巴投,巴投
Incinerate,やきつくす,烧尽,燒盡,烧尽,燒盡,烧尽,燒盡
Quash,さきおくり,延后,延後,延后,延後,延后,延後
Acrobatics,アクロバット,杂技,雜技,特技演员,特技演員,杂技,雜技
Reflect Type,ミラータイプ,镜面属性,鏡面屬性,镜子系,鏡子系,镜面属性,鏡面屬性
Retaliate,かたきうち,报仇,報仇,讨敌,討敵,报仇,報仇
Final Gambit,いのちがけ,搏命,搏命,赌命,賭命,搏命,搏命
Bestow,ギフトパス,传递礼物,傳遞禮物,礼物传递,禮物傳遞,传递礼物,傳遞禮物
Inferno,れんごく,炼狱,煉獄,炼狱,煉獄,炼狱,煉獄
Water Pledge,みずのちかい,水之誓约,水之誓約,水的誓约,水的誓約,水之誓约,水之誓約
Fire Pledge,ほのおのちかい,火之誓约,火之誓約,炎的誓约,炎的誓約,火之誓约,火之誓約
Grass Pledge,くさのちかい,草之誓约,草之誓約,草的誓约,草的誓約,草之誓约,草之誓約
Volt Switch,ボルトチェンジ,伏特替换,伏特替換,交换伏特,交換伏特,伏特替换,伏特替換
Struggle Bug,むしのていこう,虫之抵抗,蟲之抵抗,虫的抵抗,蟲的抵抗,虫之抵抗,蟲之抵抗
Bulldoze,じならし,重踏,重踏,整地,整地,重踏,重踏
Frost Breath,こおりのいぶき,冰息,冰息,冰吸,冰吸,冰息,冰息
Dragon Tail,ドラゴンテール,龙尾,龍尾,龙尾,龍尾,龙尾,龍尾
Work Up,ふるいたてる,自我激励,自我激勵,自我激励,自我激勵,自我激励,自我激勵
Electroweb,エレキネット,电网,電網,电网,電網,电网,電網
Wild Charge,ワイルドボルト,疯狂伏特,瘋狂伏特,疯狂伏特,瘋狂伏特,疯狂伏特,瘋狂伏特
Drill Run,ドリルライナー,直冲钻,直衝鑽,低空钻,低空鑽,直冲钻,直衝鑽
Dual Chop,ダブルチョップ,二连劈,二連劈,双重劈,雙重劈,二连劈,二連劈
Heart Stamp,ハートスタンプ,爱心印章,愛心印章,爱心捣击,愛心搗擊,爱心印章,愛心印章
Horn Leech,ウッドホーン,木角,木角,木角,木角,木角,木角
Sacred Sword,せいなるつるぎ,圣剑,聖劍,圣剑,聖劍,圣剑,聖劍
Razor Shell,シェルブレード,贝壳刃,貝殼刃,贝壳刀,貝殼刀,贝壳刃,貝殼刃
Heat Crash,ヒートスタンプ,高温重压,高溫重壓,高温捣击,高溫搗擊,高温重压,高溫重壓
Leaf Tornado,グラスミキサー,青草搅拌器,青草攪拌器,青草搅拌器,青草攪拌器,青草搅拌器,青草攪拌器
Steamroller,ハードローラー,疯狂滚压,瘋狂滾壓,疯狂滚动,瘋狂滾動,疯狂滚压,瘋狂滾壓
Cotton Guard,コットンガード,棉花防守,棉花防守,棉花防御,棉花防禦,棉花防守,棉花防守
Night Daze,ナイトバースト,暗黑爆破,暗黑爆破,黑夜爆裂,黑夜爆裂,暗黑爆破,暗黑爆破
Psystrike,サイコブレイク,精神击破,精神擊破,精神破坏,精神破壞,精神击破,精神擊破
Tail Slap,スイープビンタ,扫尾拍打,掃尾拍打,扫巴掌,掃巴掌,扫尾拍打,掃尾拍打
Hurricane,ぼうふう,暴风,暴風,暴风,暴風,暴风,暴風
Head Charge,アフロブレイク,爆炸头突击,爆炸頭突擊,爆爆头突击,爆爆頭突擊,爆炸头突击,爆炸頭突擊
Gear Grind,ギアソーサー,齿轮飞盘,齒輪飛盤,齿轮飞盘,齒輪飛盤,齿轮飞盘,齒輪飛盤
Searing Shot,かえんだん,火焰弹,火焰彈,火炎弹,火炎彈,火焰弹,火焰彈
Techno Blast,テクノバスター,高科技光炮,高科技光炮,破坏技术,破壞技術,高科技光炮,高科技光炮
Relic Song,いにしえのうた,古老之歌,古老之歌,古老之歌,古老之歌,古老之歌,古老之歌
Secret Sword,しんぴのつるぎ,神秘之剑,神秘之劍,神秘之剑,神秘之劍,神秘之剑,神秘之劍
Glaciate,こごえるせかい,冰封世界,冰封世界,冰冻世界,冰凍世界,冰封世界,冰封世界
Bolt Strike,らいげき,雷击,雷擊,雷击,雷擊,雷击,雷擊
Blue Flare,あおいほのお,青焰,青焰,青炎,青炎,青焰,青焰
Fiery Dance,ほのおのまい,火之舞,火之舞,炎之舞,炎之舞,火之舞,火之舞
Freeze Shock,フリーズボルト,冰冻伏特,冰凍伏特,冻结伏特,凍結伏特,冰冻伏特,冰凍伏特
Ice Burn,コールドフレア,极寒冷焰,極寒冷焰,寒冷闪光,寒冷閃光,极寒冷焰,極寒冷焰
Snarl,バークアウト,大声咆哮,大聲咆哮,大声咆哮,大聲咆哮,大声咆哮,大聲咆哮
Icicle Crash,つららおとし,冰柱坠击,冰柱墜擊,掉落冰柱,掉落冰柱,冰柱坠击,冰柱墜擊
V-create,Ｖジェネレート,Ｖ热焰,Ｖ熱焰,胜利V热炎,勝利V熱炎,Ｖ热焰,Ｖ熱焰
Fusion Flare,クロスフレイム,交错火焰,交錯火焰,十字交叉火焰,十字交叉火焰,交错火焰,交錯火焰
Fusion Bolt,クロスサンダー,交错闪电,交錯閃電,十字交叉闪电,十字交叉閃電,交错闪电,交錯閃電
Flying Press,フライングプレス,飞身重压,飛身重壓,飞冲落地,飛衝落地,飞身重压,飛身重壓
Mat Block,たたみがえし,掀榻榻米,掀榻榻米,垫返,墊返,掀榻榻米,掀榻榻米
Belch,ゲップ,打嗝,打嗝,打嗝,打嗝,打嗝,打嗝
Rototiller,たがやす,耕地,耕地,耕地,耕地,耕地,耕地
Sticky Web,ねばねばネット,黏黏网,黏黏網,黏黏网,黏黏網,黏黏网,黏黏網
Fell Stinger,とどめばり,致命针刺,致命針刺,击倒针刺,擊倒針刺,致命针刺,致命針刺
Phantom Force,ゴーストダイブ,潜灵奇袭,潛靈奇襲,幽灵潜水,幽靈潛水,潜灵奇袭,潛靈奇襲
Trick-or-Treat,ハロウィン,万圣夜,萬聖夜,万圣夜狂欢,萬聖夜狂歡,万圣夜,萬聖夜
Noble Roar,おたけび,战吼,戰吼,战吼,戰吼,战吼,戰吼
Ion Deluge,プラズマシャワー,等离子浴,等離子浴,电浆阵雨,電漿陣雨,等离子浴,等離子浴
Parabolic Charge,パラボラチャージ,抛物面充电,拋物面充電,抛物线充电,拋物線充電,抛物面充电,拋物面充電
Forest's Curse,もりののろい,森林诅咒,森林詛咒,森林诅咒,森林詛咒,森林诅咒,森林詛咒
Petal Blizzard,はなふぶき,落英缤纷,落英繽紛,落花飞雪,落花飛雪,落英缤纷,落英繽紛
Freeze-Dry,フリーズドライ,冷冻干燥,冷凍乾燥,冰冻干燥,冰凍乾燥,冷冻干燥,冷凍乾燥
Disarming Voice,チャームボイス,魅惑之声,魅惑之聲,魅力之音,魅力之音,魅惑之声,魅惑之聲
Parting Shot,すてゼリフ,抛下狠话,拋下狠話,放狠话,放狠話,抛下狠话,拋下狠話
Topsy-Turvy,ひっくりかえす,颠倒,顛倒,翻倒,翻倒,颠倒,顛倒
Draining Kiss,ドレインキッス,吸取之吻,吸取之吻,吸取之吻,吸取之吻,吸取之吻,吸取之吻
Crafty Shield,トリックガード,戏法防守,戲法防守,狡猾防御,狡猾防禦,戏法防守,戲法防守
Flower Shield,フラワーガード,鲜花防守,鮮花防守,鲜花防御,鮮花防禦,鲜花防守,鮮花防守
Grassy Terrain,グラスフィールド,青草场地,青草場地,青草领域,青草領域,青草场地,青草場地
Misty Terrain,ミストフィールド,薄雾场地,薄霧場地,薄雾领域,薄霧領域,薄雾场地,薄霧場地
Electrify,そうでん,输电,輸電,送电,送電,输电,輸電
Play Rough,じゃれつく,嬉闹,嬉鬧,嬉戏,嬉戲,嬉闹,嬉鬧
Fairy Wind,ようせいのかぜ,妖精之风,妖精之風,妖精之风,妖精之風,妖精之风,妖精之風
Moonblast,ムーンフォース,月亮之力,月亮之力,月亮攻击,月亮攻擊,月亮之力,月亮之力
Boomburst,ばくおんぱ,爆音波,爆音波,爆音波,爆音波,爆音波,爆音波
Fairy Lock,フェアリーロック,妖精之锁,妖精之鎖,妖精之锁,妖精之鎖,妖精之锁,妖精之鎖
King's Shield,キングシールド,王者盾牌,王者盾牌,王者盾牌,王者盾牌,王者盾牌,王者盾牌
Play Nice,なかよくする,和睦相处,和睦相處,做朋友,做朋友,和睦相处,和睦相處
Confide,ないしょばなし,密语,密語,悄悄话,悄悄話,密语,密語
Diamond Storm,ダイヤストーム,钻石风暴,鑽石風暴,钻石暴风,鑽石暴風,钻石风暴,鑽石風暴
Steam Eruption,スチームバースト,蒸汽爆炸,蒸汽爆炸,蒸汽喷发,蒸汽噴發,蒸汽爆炸,蒸汽爆炸
Hyperspace Hole,いじげんホール,异次元洞,異次元洞,异次元虫洞,異次元蟲洞,异次元洞,異次元洞
Water Shuriken,みずしゅりけん,飞水手里剑,飛水手裡劍,水手里剑,水手裡劍,飞水手里剑,飛水手裡劍
